type,subnet,specifics,source,Destinations,Environments,Sources,Status
PolicyType.Waypoint,200.1.53.0/24,zagreb,ljubjana,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,sofia,sofia,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},sofia,PolicyStatus.HOLDS
PolicyType.Waypoint,200.1.53.0/24,peermilan_14,peermilan_14,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,peermarseille_12,peermarseille_12,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,vaduz,vaduz,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,barcelona,barcelona,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Waypoint,200.1.53.0/24,barcelona,peerbarcelona_1,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,luxembourg,luxembourg,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Waypoint,200.1.53.0/24,amsterdam,amsterdam,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,200.1.53.0/24,amsterdam,peeramsterdam_0,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},peeramsterdam_0,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,istanbul,istanbul,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Waypoint,200.1.53.0/24,istanbul,peeristanbul_10,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,istanbul,athens,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,athens,athens,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},athens,PolicyStatus.HOLDS
PolicyType.Waypoint,200.1.53.0/24,peeramsterdam_0,peeramsterdam_0,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},peeramsterdam_0,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.53.0/24,peerfrankfurt_7,peerfrankfurt_7,{frankfurt:GigabitEthernet0/0 (200.1.53.0/24)},{9},peerfrankfurt_7,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,vienna,vienna,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,ljubjana,ljubjana,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,peermarseille_13,peermarseille_13,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,strasbourg,strasbourg,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,strasbourg,peerstrasbourg_15,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerstrasbourg_15,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,stockholm,stockholm,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,lyon,lyon,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,lyon,marseille,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,lyon,peermarseille_13,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,lyon,peermarseille_12,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,lyon,milan,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,lyon,peermilan_14,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,milan,milan,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,milan,peermilan_14,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,roma,roma,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,london,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,paris,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,brussels,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,amsterdam,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,lisbon,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,frankfurt,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peeramsterdam_0,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peeramsterdam_0,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,rotterdam,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,praha,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,warsaw,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerfrankfurt_7,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerfrankfurt_7,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,strasbourg,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,zurich,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,stockholm,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,vienna,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,vaduz,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,roma,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerstrasbourg_15,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerstrasbourg_15,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,kiev,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,bucharest,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerkiev_11,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerkiev_11,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,istanbul,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peeristanbul_10,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,athens,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,bratislava,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,budapest,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,sofia,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,zagreb,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,ljubjana,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,luxembourg,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerbrussels_5,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbrussels_5,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerbrussels_6,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbrussels_6,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerbrussels_4,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbrussels_4,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,geneva,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,lyon,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,madrid,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,barcelona,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerbarcelona_1,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,marseille,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peermarseille_13,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peermarseille_12,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,milan,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peermilan_14,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peergeneva_9,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peergeneva_9,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peergeneva_8,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peergeneva_8,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,basel,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerbasel_3,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbasel_3,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,london,peerbasel_2,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbasel_2,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,warsaw,warsaw,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,warsaw,kiev,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,warsaw,bucharest,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,warsaw,peerkiev_11,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerkiev_11,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,warsaw,istanbul,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,warsaw,peeristanbul_10,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,warsaw,athens,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,lisbon,lisbon,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,frankfurt,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,praha,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,warsaw,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,peerfrankfurt_7,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerfrankfurt_7,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,strasbourg,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,zurich,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,stockholm,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,vienna,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,vaduz,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,roma,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,peerstrasbourg_15,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerstrasbourg_15,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,kiev,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,bucharest,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,peerkiev_11,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerkiev_11,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,istanbul,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,peeristanbul_10,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,athens,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,bratislava,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,budapest,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,sofia,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,zagreb,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,frankfurt,ljubjana,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,brussels,brussels,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,brussels,luxembourg,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,brussels,peerbrussels_5,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbrussels_5,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,brussels,peerbrussels_6,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbrussels_6,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,brussels,peerbrussels_4,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbrussels_4,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,peeristanbul_10,peeristanbul_10,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,peerbasel_2,peerbasel_2,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbasel_2,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,peergeneva_8,peergeneva_8,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peergeneva_8,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,kiev,kiev,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,kiev,bucharest,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,kiev,peerkiev_11,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerkiev_11,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,kiev,istanbul,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,kiev,peeristanbul_10,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,kiev,athens,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,paris,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,geneva,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,lyon,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,madrid,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,barcelona,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,peerbarcelona_1,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,marseille,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,peermarseille_13,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,peermarseille_12,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,milan,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,peermilan_14,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,peergeneva_9,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peergeneva_9,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,peergeneva_8,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peergeneva_8,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,basel,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,peerbasel_3,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbasel_3,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,paris,peerbasel_2,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbasel_2,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,zurich,zurich,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,zurich,vaduz,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,zurich,roma,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,budapest,budapest,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,budapest,sofia,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,budapest,zagreb,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,budapest,ljubjana,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,madrid,madrid,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,madrid,barcelona,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,madrid,peerbarcelona_1,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,marseille,marseille,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,marseille,peermarseille_13,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,marseille,peermarseille_12,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,marseille,milan,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,marseille,peermilan_14,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,basel,basel,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,basel,peerbasel_3,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbasel_3,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,basel,peerbasel_2,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},peerbasel_2,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,bratislava,bratislava,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,bratislava,budapest,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.52.0/24,bratislava,sofia,{dublin:GigabitEthernet0/0 (200.1.52.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
